timestamp,programme,ml_course,ir_course,stats_course,db_course,gender,used_llm,birth_year,room_estimate,stress,sports_hours,random_number,bedtime_hours,good_day_1,good_day_2
2026-03-31 12:21:49.779,Artificial Intelligence,yes,no,mu,yes,female,yes,2000.0765618115702,100.0,60.0,12.0,12.0,3.0,Sunshine,Training
2026-03-31 12:21:51.176,Computer Science,no,no,mu,yes,gender-fluid,yes,2002.0,300.0,38.5,4.0,1.010101001010101e+16,1.0,Nice weather,Peace
2026-03-31 12:21:51.247,Computational Science,no,no,mu,no,prefer-not-to-say,yes,1998.0,200.0,20.0,4.0,13.0,0.5,"getting a lot done, relaxingly",seeing people i like
2026-03-31 12:21:51.641,Artificial Intelligence,yes,no,mu,no,prefer-not-to-say,not willing to say,2005.0,200.0,100.0,0.0,10000000000000.0,11.0,No work,Sunday
2026-03-31 12:21:51.830,Data / Engineering,yes,no,sigma,yes,male,not willing to say,2004.0,234.0,67.0,0.0,67.0,2.0,No classes,No assignment due
2026-03-31 12:21:51.902,Finance / FinTech,yes,yes,mu,yes,male,not willing to say,2001.825342837737,200.0,89.0,6.0,7.0,23.0,Sunny,Good workout
2026-03-31 12:21:52.308,Finance / FinTech,yes,no,mu,no,male,yes,1994.0,120.0,65.0,4.0,136445258.0,2.1333333333333333,Sun,Gaming
2026-03-31 12:21:52.428,Artificial Intelligence,yes,yes,mu,yes,female,yes,2001.2752836957054,70.0,50.0,0.0,5.0,23.5,Sunlight,Seeing friends
2026-03-31 12:21:52.604,Computer Science,yes,no,mu,yes,male,yes,2000.0,200.0,67.0,6.0,67.0,2.0,Good Food,Good show
2026-03-31 12:21:53.335,Econometrics / Data Science,yes,no,mu,no,female,not willing to say,2000.0057853841718,100.0,80.0,2.0,33.0,12.0,deep sleep over 3 hours,nice weather
2026-03-31 12:21:53.661,Computer Science,yes,yes,mu,yes,male,yes,1998.0,300.0,0.0,3.0,7575.0,0.5,Sunny days,No work
2026-03-31 12:21:54.258,Artificial Intelligence,yes,yes,mu,yes,male,yes,1998.706687554129,250.0,100.0,0.0,31.0,1.0,All day beach and beers,Payday
2026-03-31 12:21:55.874,Bioinformatics and Systems Biology,yes,no,mu,no,female,yes,2002.0,200.0,89.0,3.0,17.0,3.0,good run,good food
2026-03-31 12:21:58.570,Artificial Intelligence,yes,yes,sigma,yes,male,yes,1992.0,250.0,70.0,4.0,37.0,1.0,Accomplish my to-do list,Meeting friends
2026-03-31 12:21:58.894,Finance / FinTech,yes,yes,mu,yes,male,yes,1995.0,280.0,70.0,7.0,7777777.0,12.5,Green candles,Char Siu
2026-03-31 12:21:59.893,MSc Computer Security,yes,yes,mu,yes,male,yes,2004.0,260.0,30.0,5.0,18.0,1.0,Fun activity,Sunny weather
2026-03-31 12:22:00.319,Computer Science,no,no,sigma,yes,gender-fluid,not willing to say,2003.5338705203224,400.0,98.99,2.0,886.0,1.0,Money coming in my account,Sunshine
2026-03-31 12:22:00.784,Artificial Intelligence,yes,no,mu,yes,male,yes,2002.0,68.0,22.0,8.0,2.5437547949764847e+20,23.75,Sun,Parmezaan
2026-03-31 12:22:01.143,Computer Science,yes,yes,mu,yes,female,yes,2003.0,150.0,85.0,3.0,66.0,1.0,Good weather,No rain
2026-03-31 12:22:02.561,Business Analytics,yes,no,mu,no,female,yes,1997.0,100.0,60.0,3.0,75.0,23.0,Coffee,Cigarettes
2026-03-31 12:22:02.888,Bioinformatics and Systems Biology,no,no,mu,no,male,yes,2000.8301590331134,65.0,0.0,0.0,3.0,12.5,Sunny weather and no chores,Coffee at a park
2026-03-31 12:22:05.507,Business Analytics,yes,no,mu,no,male,yes,1999.0,78.0,50.0,2.0,55555.0,23.0,1 milion euro's cash,2 million euro's cash
2026-03-31 12:22:05.833,Artificial Intelligence,yes,yes,mu,yes,male,yes,2002.011395606358,200.0,75.0,6.0,13.0,4.0,8 hours of sleep,Waking up before 8:30
2026-03-31 12:22:07.563,Business Analytics,yes,no,mu,yes,male,yes,2004.0,80.0,60.0,6.0,31.0,0.0,Playing tennis,Passing exams
2026-03-31 12:22:07.921,Artificial Intelligence,yes,yes,sigma,yes,male,no,2001.0,370.0,10.0,5.0,42.0,0.5,the sun,sports
2026-03-31 12:22:08.153,Finance / FinTech,yes,no,mu,no,female,yes,2001.0,100.0,40.0,4.0,11.0,0.5,Being with family,Good food
2026-03-31 12:22:09.561,Finance / FinTech,yes,no,mu,yes,male,not willing to say,2002.0,150.0,65.0,3.0,124.0,23.5,Achieving something I worked for,A great meal and good company
2026-03-31 12:22:11.069,Finance / FinTech,yes,no,mu,no,female,yes,2000.2679329455327,100.0,30.0,5.0333239798383635,17.0,0.5666666666666667,Sun,Friends
2026-03-31 12:22:11.161,Bioinformatics and Systems Biology,yes,no,mu,no,male,yes,1994.7899169896575,86.0,76.0,5.0,67.0,2.0,No drama,Winning the lottery
2026-03-31 12:22:13.763,Business Analytics,yes,no,mu,yes,male,yes,1982.0,220.0,30.0,4.0,2.0,12.5,Sun,Friends
2026-03-31 12:22:15.181,Artificial Intelligence,yes,yes,sigma,no,female,yes,1999.0,324.0,62.0,4.0,98.0,0.5833333333333334,Great conversations,Having a good dance training
2026-03-31 12:22:15.805,Artificial Intelligence,yes,no,mu,no,gender-fluid,yes,2003.0,280.0,50.0,8.0,2.222222222222222e+36,0.0,Sports,Familie/friends
2026-03-31 12:22:18.151,Artificial Intelligence,yes,yes,mu,yes,male,not willing to say,2001.0,130.0,20.0,3.0,87.0,0.0,Drumming,Good food
2026-03-31 12:22:18.804,Finance / FinTech,yes,no,mu,no,male,yes,1998.0,110.0,80.0,3.0,7.0,5.0,"Smiling and not feeling stressed, plus enjoying part of it with my friends","Sleeping well, eating well"
2026-03-31 12:22:19.418,Computer Science,no,no,sigma,yes,male,yes,2002.0,80.0,10.0,4.0,97.0,22.0,Completing tasks,Low stress level
2026-03-31 12:22:19.678,Artificial Intelligence,no,no,mu,yes,female,yes,2002.0,300.0,60.0,3.0,26.0,22.5,Sunny,Friends
2026-03-31 12:22:21.841,Artificial Intelligence,no,no,mu,no,female,not willing to say,2002.187819558275,250.0,23.0,1.0,420.0,11.0,Cats,Good food
2026-03-31 12:22:22.357,Artificial Intelligence,yes,yes,mu,yes,female,not willing to say,1998.0,90.0,75.0,2.0,101.0,1.6666666666666665,feeling proud,nourishment
2026-03-31 12:22:22.471,Bioinformatics and Systems Biology,yes,no,mu,yes,female,yes,2004.0,240.0,7.0,4.0,988.0,23.116666666666667,If I ate very nice and tasty food.,If my run went well.
2026-03-31 12:22:23.761,Bioinformatics and Systems Biology,yes,no,mu,yes,female,yes,2001.0,100.0,75.0,2.0,98.0,0.5,sunshine,coffee
2026-03-31 12:22:25.816,Econometrics / Data Science,yes,no,mu,no,female,not willing to say,1999.0,300.0,60.0,2.0,67.0,1.0,Good meal,Sun
2026-03-31 12:22:28.971,Econometrics / Data Science,no,yes,mu,yes,male,not willing to say,2002.0,120.0,10.0,2.0,938427.0,0.7,Food,More food
2026-03-31 12:22:31.166,Business Analytics,yes,no,mu,yes,female,yes,2001.0,123.0,30.0,6.09810237579286,23.0,23.5,Sporting,Doing sometings with friends
2026-03-31 12:22:32.131,Computational Science,yes,no,mu,no,female,yes,2002.0,250.0,75.0,3.0,14.0,22.0,"sun,",holiday
2026-03-31 12:22:32.161,Computer Science,yes,yes,sigma,yes,female,yes,2002.0,188.12010993134268,80.0,1.0,2.0,5.0,When Ive studied,When i have good food
2026-03-31 12:22:32.290,Bioinformatics and Systems Biology,yes,no,mu,yes,female,not willing to say,2001.0,376.0,100.0,0.0,42.0,1.0,Passing grade in DM,RedBull
2026-03-31 12:22:32.763,Bioinformatics and Systems Biology,yes,no,mu,no,male,yes,2002.0,135.0,23.0,1.0,42.0,20.0,Friends,Science
2026-03-31 12:22:33.225,Artificial Intelligence,yes,yes,mu,yes,female,yes,2001.0,160.0,79.0,7.0,211.0,23.25,Sunny wheater,Be with my friends
2026-03-31 12:22:33.389,Finance / FinTech,yes,no,sigma,no,male,yes,2003.0,180.0,77.0,0.0,73.0,2.25,Good weather,Adequate sleep
2026-03-31 12:22:33.591,Bioinformatics and Systems Biology,no,no,mu,yes,female,yes,2002.0,250.0,30.0,4.0,9.0,23.0,Doing fun activities,Having good food
2026-03-31 12:22:35.532,Bioinformatics and Systems Biology,yes,no,mu,yes,male,yes,2002.0,325.0,30.0,12.0,67.0,0.5,"Good balance between fun, exercise and school",sunshine
2026-03-31 12:22:35.545,Computer Science,yes,no,mu,yes,male,yes,2002.0,100.0,80.0,4.0,1.0,2.0,Meeting friends,Hqving finished a mission/task
2026-03-31 12:22:35.934,Finance / FinTech,yes,no,mu,no,female,yes,1998.0,80.0,90.0,3.0,53.0,4.0,No assignments,Coffee outside with good weather
2026-03-31 12:22:36.819,Philosophy,yes,yes,mu,yes,female,no,1990.0,200.0,60.0,8.0,67.0,1.0,Energy,Rest
2026-03-31 12:22:36.879,Artificial Intelligence,yes,no,mu,yes,female,yes,2004.0,150.0,60.0,3.0,10.0,2.466666666666667,Good food,Good sleep
2026-03-31 12:22:38.514,Computational Science,yes,no,mu,no,male,yes,2001.0,233.0,65.0,5.0,32.0,2.0,Sun,Beer
2026-03-31 12:22:38.766,Computer Science,yes,yes,mu,yes,female,not willing to say,2005.0,250.0,50.0,5.0,666.0,0.5,"Warm, sunny weather",Time for my hobbies
2026-03-31 12:22:39.135,Artificial Intelligence,yes,no,mu,yes,female,not willing to say,2003.0,150.0,80.0,2.0,89.0,3.0,Having good food,Doing nothing whole day
2026-03-31 12:22:39.348,Bioinformatics and Systems Biology,yes,no,mu,no,female,not willing to say,1994.0,300.0,70.0,1.0,1221.0,0.0,Sunlight,Heated Rivalry
2026-03-31 12:22:39.509,Computer Science,yes,no,sigma,yes,male,yes,2002.0,100.0,30.0,7.0,10.0,3.0,Sun,Gym
2026-03-31 12:22:42.441,Computer Science,yes,no,sigma,no,female,not willing to say,2000.0,167.0,72.0,2.0,8.0,0.9666666666666667,Good food,No task in mind and in reality
2026-03-31 12:22:42.911,Artificial Intelligence,yes,no,mu,yes,female,not willing to say,1998.0,230.0,40.0,4.0,24.0,1.3333333333333333,Being productive,Reading
2026-03-31 12:22:44.433,Bioinformatics and Systems Biology,yes,no,mu,no,female,yes,2004.0,250.0,30.0,5.0,9.0,23.5,The people I interact with,Encountering challenges I can solve
2026-03-31 12:22:44.568,Artificial Intelligence,yes,yes,mu,yes,male,yes,1991.0,120.0,30.0,8.0,22.0,23.0,Empty schedule,No socializing
2026-03-31 12:22:44.601,Artificial Intelligence,yes,no,mu,no,female,yes,2001.0,170.0,89.0,1.0,8.0,0.5666666666666667,Relaxation,Good food
2026-03-31 12:22:44.956,Business Analytics,yes,no,mu,yes,female,yes,1999.0,370.0,30.0,0.0,27.0,2.75,Good food,Achieving daily goals
2026-03-31 12:22:47.493,Computer Science,yes,no,mu,yes,male,yes,2001.0,250.0,67.0,6.0,19.0,0.5,Sleeping and eating well,A nice day out
2026-03-31 12:22:47.652,Econometrics / Data Science,yes,no,mu,yes,male,yes,2000.0,101.0,0.0,12.0,5.0,1.0,Gym,My gf
2026-03-31 12:22:51.012,Artificial Intelligence,yes,no,mu,yes,male,yes,2003.0,180.0,40.0,5.0,21.0,0.5,Sunny,Free
2026-03-31 12:22:52.045,Econometrics / Data Science,yes,no,mu,yes,female,no,2000.9973590712475,200.90873088858268,40.0,6.0,23.0,0.9166666666666666,Sunny weather,Socializing
2026-03-31 12:22:53.235,Artificial Intelligence,yes,no,mu,yes,female,yes,2003.0,123.0,100.0,7.0,294.0,23.0,meeting with friends,no work
2026-03-31 12:22:59.539,Computer Science,yes,no,sigma,yes,female,yes,2002.0,300.0,80.0,5.0,8.0,2.0,Productive day,Things that are make me happy
2026-03-31 12:23:01.827,Artificial Intelligence,no,yes,mu,yes,female,yes,2003.0,212.0,10.0,6.0,679.0,23.0,"No rain, no wind, no hail",Sunny day
2026-03-31 12:23:16.858,Computer Science,yes,yes,mu,yes,male,yes,2001.605848314741,350.0,69.0,5.0,-14.0,0.5833333333333334,Food,Volleyball
2026-03-31 12:23:17.134,Artificial Intelligence,yes,no,mu,yes,female,yes,2002.0,200.0,10.0,6.0,88.0,23.5,Having been productive.,Had a good time in a social situation.
2026-03-31 12:24:11.990,Artificial Intelligence,yes,yes,sigma,yes,female,yes,2001.5239589156113,176.0,100.0,0.0,24.0,2.0,Food,Getting enough sleep
2026-03-31 12:24:41.226,Artificial Intelligence,yes,no,mu,yes,male,not willing to say,2000.0,150.0,60.0,8.0,8.0,22.0,Laughing,Exercise
2026-03-31 12:27:47.330,Econometrics / Data Science,yes,no,mu,yes,male,yes,2002.0,125.0,10.0,3.0,768967453789.0,0.5,Coffee,Sunny weather
